sk_local;de_regiao;sg_uf;de_estado;nm_municipio;nm_bairro;nm_logradouro;nu_logradouro;cd_cep;vl_latitude;vl_longitude
1626;Região Nordeste;PB;Paraíba;CAMPINA GRANDE;CENTRO;RUA JOAO DA MATA;437;58400245;-7,2215007;-35,8788952
1627;Região Sul;PR;Paraná;SAO JOSE DOS PINHAIS;RIO PEQUENO;RUA ANTONIO NUNES DA ROCHA RIOS;324;83070020;-25,5345066;-49,1395337
1628;Região Sul;PR;Paraná;MOREIRA SALES;CENTRO;AVENIDA FORTALEZA;1076;87370000;-24,0467398;-53,0136435
1629;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM DA SAUDE;AVENIDA DO CURSINO;1953;04133200;-23,6191751;-46,6196143
1630;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;BARREIRO;RUA RODOLFO JACOB;598;30640480;-19,977744;-44,0178323
1631;Região Sudeste;MG;Minas Gerais;MIRADOURO;CENTRO;RODOVIA BR 116;SN;36893000;-20,8927191;-42,3407405
1632;Região Sul;RS;Rio Grande do Sul;BARRA DO GUARITA;CENTRO;RUA PASSO FUNDO;103;98530000;-27,1875996;-53,7166003
1633;Região Sudeste;SP;São Paulo;TEODORO SAMPAIO;ASSENT AGUA BRANCA;SITIO SANTO INACIO L;8;19280000;-22,5314368;-52,1733719
1634;Região Nordeste;PE;Pernambuco;ABREU E LIMA;CENTRO;AVENIDA BRASIL;101;53525790;-7,9101375;-34,9033292
1635;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;BARREIRO DE BAIXO;RUA BARAO DE COROMANDEU;113;30640060;-19,9743485;-44,0141681
1636;Região Sul;RS;Rio Grande do Sul;SANTA MARIA;CAMOBI;ESTRADA RS 509;6987;97110620;-29,693766;-53,7445592
1637;Região Sudeste;SP;São Paulo;BIRIGUI;CENTRO;RUA SAO JOSE;470;16200103;-21,293062;-50,3418244
1638;Região Sul;PR;Paraná;IRATI;LAGOA;RODOVIA IRATI A GUAMIRIM;SN;84500000;-25,467381;-50,6511411
1639;Região Nordeste;PE;Pernambuco;RECIFE;RECIFE ANTIGO;RUA DO APOLO;161;50030220;-8,0612179;-34,8722116
1640;Região Sul;SC;Santa Catarina;MORRO DA FUMACA;MONTE VERDE;RUA EMILIO FRASSON;566;88830000;-28,659183;-49,2124982
1641;Região Sudeste;RJ;Rio de Janeiro;SAQUAREMA;PALMITAL;RUA FRANCISCO DA SILVA ARRUDA;4;28993000;-22,9310023;-42,4964405
1642;Região Norte;AM;Amazonas;CODAJAS;CENTRO;RUA DE 15 NOVEMBRO;SN;69450970;-3,8373502;-62,0574973
1643;Região Sudeste;SP;São Paulo;COTIA;JARDIM DA GLORIA;AVENIDA JOAO PAULO ABLAS;320;06711250;-23,6003159;-46,841974
1644;Região Norte;AM;Amazonas;PRESIDENTE FIGUEIREDO;;ESTRADA BR 174;SN;69735000;-7,2305067;-60,6495567
1645;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;ASA SUL;SCR SUL;;70310500;-15,7942287;-47,8821658
1646;Região Sudeste;SP;São Paulo;TATUI;CENTRO;RUA DOUTOR PRUDENTE DE MORAES;990;18275110;-23,3523265;-47,8547273
1647;Região Sudeste;SP;São Paulo;ITANHAEM;SAVOY II;RUA VEREADOR JOSE SANTINO DE SOUZA;SN;11740000;-24,1629374;-46,7806056
1648;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;TAGUATINGA;QND 28;11;70000000;-15,801519;-47,860297
1649;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;ASA SUL;SCLS;;70294500;-15,817196;-47,889999
1650;Região Sul;PR;Paraná;IPORA;CENTRO;AVENIDA MASCARENHAS DE MORAES;1258;87560000;-24,0064295;-53,6974862
1651;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;PRADO;RUA ITUIUTABA;275;30000000;-19,91972;-43,9593871
1652;Região Sudeste;SP;São Paulo;FERNANDOPOLIS;JARDIM CAMBAUVA;AVENIDA AFONSO CAFARO;1867;15600000;-20,3022847;-50,2464546
1653;Região Nordeste;CE;Ceará;FORTALEZA;COCO;AVENIDA WASHINGTON SOARES;85;60000000;-3,7552532;-38,4884899
1654;Região Nordeste;PB;Paraíba;RIO TINTO;CENTRO;LOCALIDADE MERCADO PUB S AGOSTINHO;48;58297000;-6,8078347;-35,0767469
1655;Região Sudeste;MG;Minas Gerais;ASTOLFO DUTRA;CENTRO;RUA PREFEITO JOSE VIEIRA;33;36780000;-21,3133883;-42,8622617
1656;Região Sul;RS;Rio Grande do Sul;URUGUAIANA;JOQUEI CLUBE;RUA PEDRO SURREAUX;447;97500000;-29,7635472;-57,0469772
1657;Região Sul;RS;Rio Grande do Sul;CANGUCU;CENTRO;RUA GENERAL CAMARA;1398;96600000;-31,3969486;-52,6780092
1658;Região Sudeste;MG;Minas Gerais;SETE LAGOAS;PROGRESSO;RUA DONA JOAQUINA DO POMPEU;5;35701086;-19,4697701;-44,2306057
1659;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;SUL AGUAS CLARAS;AVENIDA DAS ARAUCARIAS;SN;71936250;-15,8415964;-48,028829
1660;Região Centro-Oeste;GO;Goiás;ANAPOLIS;MARACANA;RUA JOAQUIM DA CUNHA;422;75040240;-16,314361;-48,95573
1661;Região Sul;RS;Rio Grande do Sul;CANDELARIA;RINCAO COMPRIDO;RODOVIA RST 287;;96930000;-29,681159;-52,7914514
1662;Região Nordeste;RN;Rio Grande do Norte;NATAL;PONTA NEGRA;AVENIDA ENGENHEIRO ROBERTO FREIRE;3111;59090000;-5,8781144;-35,1761741
1663;Região Sul;RS;Rio Grande do Sul;CARAZINHO;CENTRO;RUA 20 DE SETEMBRO;731;99500000;-28,294554;-52,787272
1664;Região Norte;PA;Pará;ANANINDEUA;CIDADE NOVA;TRAVESSA WE;22;67133050;-1,3612871;-48,4055604
1665;Região Sul;RS;Rio Grande do Sul;URUGUAIANA;CENTRO;RUA GENERAL JOAO MANOEL;2138;97500000;-29,7514102;-57,0925476
1666;Região Nordeste;PB;Paraíba;CAMPINA GRANDE;CENTRO;RUA VIDAL DE NEGREIROS;70;58400263;-7,2208632;-35,8831447
1667;Região Sudeste;SP;São Paulo;FRANCA;JARDIM FLORIDA;RUA DAS HORTENSIAS;231;14403270;-20,5714964;-47,3836587
1668;Região Sudeste;SP;São Paulo;JUNDIAI;IVOTURUCAIA;AVENIDA ANTONIO MAZIERO;501;13218748;-23,1793999;-46,8279417
1669;Região Norte;PA;Pará;SANTAREM;CENTRO;RUA 24 DE OUTUBRO;1030;68005040;-2,4191565;-54,7201552
1670;Região Sul;RS;Rio Grande do Sul;CAPIVARI DO SUL;CENTRO;RUA PEDRO FELIPE;770;95552000;-30,1469875;-50,513331
1671;Região Nordeste;CE;Ceará;TABULEIRO DO NORTE;CENTRO;RUA PIO AFONSO CHAVES;353;62960000;-5,2542941;-38,1247064
1672;Região Sudeste;SP;São Paulo;BRAGANCA PAULISTA;CENTRO;TRAVESSA ITALIA;213;12900061;-22,9503472;-46,5399551
1673;Região Sudeste;SP;São Paulo;QUATA;CENTRO;RUA GUIDO PECCHIO;175;19780000;-22,2454935;-50,7031569
1674;Região Nordeste;CE;Ceará;TIANGUA;GOV FERRAZ;AVENIDA LAIR FELIX NUNES;431;62320000;-3,7319185;-40,9974325
1675;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;CENTRO;RUA DOS TUPINAMBAS;1012;30120070;-19,9164642;-43,9437203
1676;Região Centro-Oeste;GO;Goiás;IPORA;SETOR BELA VISTA;RUA H;214;76200000;-16,4295241;-51,1195503
1677;Região Sudeste;SP;São Paulo;JUQUITIBA;BARNABES;RUA BASILIO ANTONIO DE MORAES;131;06950000;-23,9289154;-47,0714922
1678;Região Sul;SC;Santa Catarina;INDAIAL;RIO MORTO;RUA JARAGUA DO SUL;98;89130000;-26,8925416;-49,2509309
1679;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM PAPAI NOEL;RUA SANTISTA;60;04884380;-23,5489518;-46,4569026
1680;Região Sudeste;SP;São Paulo;GASTAO VIDIGAL;BARRA GRANDE DO MATO GROSSO;ESTM GASTAO VIDIGAL A NHANDEARA;;15330000;-20,7980276;-50,1889482
1681;Região Nordeste;PB;Paraíba;SERTAOZINHO;CENTRO;RUA JOSE LIRA;22;58268000;-6,7526051;-35,4402885
1682;Região Sudeste;SP;São Paulo;LIMEIRA;PARQUE RESIDENCIAL TANCREDO NEVES;RUA BENEDITO SANTOS SCALZITTI;32;13487125;-22,5665354;-47,3974368
1683;Região Sul;SC;Santa Catarina;SAO JOAO DO SUL;PINHEIROS;RODOVIA SC 450;SN;88970000;-29,2254566;-49,8066687
1684;Região Sudeste;SP;São Paulo;ESTRELA D OESTE;BARREIRINHO;FAZENDA SAO JUDAS TADEU;SN;15650000;-20,2866742;-50,400972
1685;Região Sudeste;SP;São Paulo;ITAJOBI;ZONA RURAL;ESTRADA ITAJOBI AO BAIRRO CAMPO TRISTE;SN;15840000;-21,37311;-49,0009403
1686;Região Sudeste;SP;São Paulo;CERQUILHO;HUNGRIA;SITIO VALE VERDE;SN;18520000;-23,1669741;-47,7463166
1687;Região Sudeste;SP;São Paulo;TURIUBA;PALMEIRAS;SITIO RIBEIRAO DAS PALMEIRAS;SN;15280000;-20,9475914;-50,1104467
1688;Região Sudeste;SP;São Paulo;OSVALDO CRUZ;VENDA BRANCA;SITIO SAO JOSE;SN;17700000;-21,7969912;-50,8729342
1689;Região Centro-Oeste;MT;Mato Grosso;ALTA FLORESTA;CENTRO;RUA T;2;78580000;-9,9136491;-56,0862123
1690;Região Sudeste;SP;São Paulo;SAO ROQUE;CENTRO;RUA ENRICO DELL ACQUA;78;18130460;-23,5307554;-47,1353998
1691;Região Sudeste;SP;São Paulo;SAO PAULO;EMBURA;ESTRADA ENGENHEIRO MARCILAC;377;04893000;-23,8315463;-46,7310103
1692;Região Sudeste;SP;São Paulo;SAO PAULO;BELA VISTA;AVENIDA PAULISTA;2006;01310926;-23,5587368;-46,6589521
1693;Região Norte;PA;Pará;CASTANHAL;SAUDADE II;ALAMEDA SETE DE SETEMBRO;120;68740180;-1,3050858;-47,9309875
1694;Região Sudeste;SP;São Paulo;SANTANA DE PARNAIBA;ALPHAVILLE;ALAMEDA FRANCA;900;06542010;-23,4723743;-46,8728822
1695;Região Sudeste;SP;São Paulo;TATUI;JARDIM WANDERLEY;RUA TOMAZ MACHADO JR;135;18270010;-23,3486169;-47,8723194
1696;Região Nordeste;PB;Paraíba;CAMPINA GRANDE;CENTRO;RUA RAIMUNDO ALVES DA SILVA;74;58400042;-7,2146376;-35,8848624
1697;Região Sudeste;MG;Minas Gerais;FORMIGA;CENTRO;RUA GENERAL CARNEIRO;43;35570000;-20,4616067;-45,4322295
1698;Região Nordeste;BA;Bahia;CRUZ DAS ALMAS;CENTRO;RUA LEOPOLDO CEZARANO;112;44380000;-12,6714603;-39,1027711
1699;Região Sul;RS;Rio Grande do Sul;CACHOEIRINHA;PRINCESA IZABEL;AVENIDA PRINCESA ISABEL;439;94940000;-29,9352538;-51,0865182
1700;Região Sudeste;SP;São Paulo;LIMEIRA;BOA VISTA;ESTRADA MUNICIPAL LIMEIRA A SANTA BARBARA D OESTE;;13480970;-22,5665354;-47,3974368
1701;Região Sudeste;ES;Espírito Santo;ITAPEMIRIM;ITAIPAVA;RUA LEOPOLDINO FERNANDES DA ROCHA;37;29330000;-20,9898105;-41,00244
1702;Região Centro-Oeste;MS;Mato Grosso do Sul;COXIM;ZONA RURAL;RODOVIA BR 163;;79400000;-18,5128834;-54,7368229
1703;Região Sudeste;SP;São Paulo;SANTA FE DO SUL;CENTRO;RUA 8;795;15775000;-20,2115277;-50,9271676
1704;Região Sudeste;SP;São Paulo;SANTOS;APARECIDA;RUA ARABUTAN;106;11035220;-23,9790367;-46,3039929
1705;Região Sudeste;SP;São Paulo;RIO CLARO;CONSOLACAO;RUA 19;920;13503300;-22,381138;-47,5891827
1706;Região Sul;RS;Rio Grande do Sul;GRAVATAI;SAO GERALDO;RUA ALASKA;120;94150080;-29,9339743;-51,0348775
1707;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTA CRUZ;RUA JOSE CLETO;1811;31155290;-19,8717456;-43,9470424
1708;Região Nordeste;BA;Bahia;SALVADOR;MATA ESCURA;RUA SAO JULIO JD PAMPULHA;311;41219070;-12,9730401;-38,502304
1709;Região Sudeste;MG;Minas Gerais;ENGENHEIRO CALDAS;ZONA RURAL;RODOVIA RIO BAHIA BR;116;35130000;-19,2007501;-42,0464809
1710;Região Nordeste;BA;Bahia;SALVADOR;BROTAS;RUA BARROS FALCAO;505;40255370;-12,9772808;-38,4952618
1711;Região Nordeste;PI;Piauí;TERESINA;PICARREIRA;RUA OSVALDO COSTA E SILVA;SN;64055410;-5,0634783;-42,7645222
1712;Região Nordeste;BA;Bahia;QUEIMADAS;CENTRO;LOTEAMENTO SANTO ANTONIO;80;48860000;-10,9739942;-39,6297064
1713;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM ELBA;RUA ICICARIBA;29A;03980040;-23,6151388;-46,5117684
1714;Região Nordeste;PE;Pernambuco;ARCOVERDE;SAO GERALDO;RUA JOAQUIM FRANKLIN CORDEIRO;61;56517030;-8,4192157;-37,0414825
1715;Região Sul;RS;Rio Grande do Sul;XANGRI LA;GUARA;ESTRADA RS 407;4068;95588000;-29,810256;-50,0606814
1716;Região Sul;PR;Paraná;BELA VISTA DO PARAISO;CENTRO;AVENIDA INDEPENDENCIA;1054;86130970;-22,9972641;-51,1922408
1717;Região Nordeste;PB;Paraíba;SAO BENTO;CENTRO;RUA FRANCISCO DE PAULA SALDANHA;SN;58865000;-6,493977;-37,449184
1718;Região Nordeste;CE;Ceará;FORTALEZA;JANGURUSSU;RUA MUIRA;1803;60865280;-3,841907;-38,5188444
1719;Região Sul;PR;Paraná;ATALAIA;CENTRO;RUA JOAO VERGILIO DE PAULA NETO;10;87630000;-23,1521951;-52,0555847
1720;Região Sudeste;SP;São Paulo;SERRANA;ZONA RURAL;FAZENDA PITANGA;SN;14150000;-21,2076722;-47,6048899
1721;Região Sul;RS;Rio Grande do Sul;CAXIAS DO SUL;CINQUENTENARIO;RUA DOS JACARANDAS;455;95012280;-29,169592;-51,2111588
1722;Região Sudeste;MG;Minas Gerais;PARACATU;AMOREIRAS;RODOVIA BR 40;;38600000;-17,2233756;-46,8649895
1723;Região Sul;PR;Paraná;PONTA GROSSA;OFICINAS;RUA SANTA RITA DURAO;42;84045230;-25,1243348;-50,1553439
1724;Região Norte;PA;Pará;ITAITUBA;COMERCIO;AVENIDA DOUTOR HUGO DE MENDONCA;445;68180005;-4,2787388;-55,9893914
1725;Região Sudeste;SP;São Paulo;SAO PAULO;CAMPOS ELISEOS;AVENIDA RIO BRANCO;429;01205000;-23,5394174;-46,6404483
1726;Região Sudeste;SP;São Paulo;SAO PAULO;VILA MARIANA;RUA ABILIO SOARES;218;04005000;-23,5736788;-46,6440605
1727;Região Sudeste;SP;São Paulo;SAO PAULO;VILA SANTA CATARINA;RUA CHARLES DARWIN;257;04379072;-23,6533472;-46,6590452
1728;Região Sudeste;MG;Minas Gerais;JUIZ DE FORA;SANTA TEREZINHA;AVENIDA RUI BARBOSA;571;36045410;-21,7418646;-43,3631717
1729;Região Sudeste;SP;São Paulo;ITU;NOSSA SENHORA APARECIDA;RUA GABRIEL LEITE DE CARVALHO;317;13311360;-23,2577858;-47,3146435
1730;Região Nordeste;CE;Ceará;FORTALEZA;CENTRO;RUA ANTONIO POMPEU;1093;60040000;-3,7339957;-38,5333327
1731;Região Sudeste;ES;Espírito Santo;LINHARES;SHELL;AVENIDA PREFEITO SAMUEL BATISTA CRUZ;2340;29901552;-19,3898918;-40,0674391
1732;Região Sul;PR;Paraná;CAMPO MOURAO;JARDIM ALVORADA;AVENIDA PIONEIRO ALFEU TEODORO DE OLIVEIRA;1240;87308355;-24,0436553;-52,3781098
1733;Região Sudeste;SP;São Paulo;ALTO ALEGRE;PARAGUAI;SITIO SAO LUIZ;SN;16310000;-21,5815762;-50,1684488
1734;Região Sudeste;SP;São Paulo;SAO PAULO;TATUAPE;RUA PROFESSOR PEDREIRA DE FREITAS;372;03312052;-23,5508313;-46,5584724
1735;Região Sul;PR;Paraná;ALMIRANTE TAMANDARE;VILA SANTA TEREZINHA CENTRO;AVENIDA EMILIO JOHNSON;690;83501000;-25,3105946;-49,2976844
1736;Região Nordeste;BA;Bahia;BOM JESUS DA LAPA;CENTRO;AVENIDA MANOEL NOVAES;4;47600000;-13,2669324;-43,409432
1737;Região Sul;SC;Santa Catarina;NAVEGANTES;MEIA PRAIA;RUA ORLANDINO FORMIGAL;555;88372122;-26,862299;-48,6458407
1738;Região Sudeste;ES;Espírito Santo;VILA VELHA;RIO MARINHO;RUA TABOCA;98;29112470;-20,3668142;-40,3601753
1739;Região Sudeste;SP;São Paulo;ITU;JARDIM NOVO MUNDO;RUA JUPITER;11;13308432;-23,3986012;-47,337364
1740;Região Sul;SC;Santa Catarina;ITAJAI;CENTRO;RUA DAGOBERTO NOGUEIRA;100;88301060;-26,9067827;-48,6586053
1741;Região Nordeste;BA;Bahia;FEIRA DE SANTANA;TOMBA;AVENIDA EDUARDO FROES DA MOTA;970;44090156;-12,26285;-38,93282
1742;Região Sudeste;RJ;Rio de Janeiro;CACHOEIRAS DE MACACU;CENTRO;RUA WASHINGTON LUIZ;9;28680000;-22,4662996;-42,6527549
1743;Região Nordeste;MA;Maranhão;ALTO ALEGRE DO MARANHAO;CAXUXA;RUA FEIJAO;SN;65413000;-4,1989752;-44,4393246
1744;Região Nordeste;PI;Piauí;TERESINA;PICARRA;RUA VALDIVINO TITO;57;64019060;-5,0984813;-42,8021456
1745;Região Nordeste;RN;Rio Grande do Norte;NATAL;ROCAS;RUA SAO JOAO DE DEUS;10;59010690;-5,769787;-35,2035541
1746;Região Nordeste;RN;Rio Grande do Norte;NATAL;PONTA NEGRA;AVENIDA PRAIA DE MURIU;260;59092390;-5,8732988;-35,1886445
1747;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;CENTRO;RUA TRAJANO;168;88010010;-27,5970074;-48,5507196
1748;Região Sudeste;SP;São Paulo;SAO PAULO;REPUBLICA;AVENIDA IPIRANGA;1071;01039000;-23,5408312;-46,6386911
1749;Região Sul;RS;Rio Grande do Sul;SAO GABRIEL;CENTRO;RUA MASCARENHAS DE MORAES;451;97300000;-30,3366618;-54,3189723
1750;Região Sudeste;SP;São Paulo;PRESIDENTE VENCESLAU;VILA LUIZA;RUA XISTO ERBELA;212;19400000;-21,8888587;-51,8430828
1751;Região Sul;RS;Rio Grande do Sul;PINHEIRO MACHADO;CENTRO;RUA DOUTOR BARCELOS;SN;96470000;-31,578082;-53,382703
1752;Região Sudeste;SP;São Paulo;NARANDIBA;CENTRO;RUA VEREADOR ANTONIO CAMILO NOGUEIRA;335;19220000;-22,5591203;-51,5360368
1753;Região Sul;RS;Rio Grande do Sul;CAMPO BOM;CENTRO;AVENIDA PRESIDENTE VARGAS;516;93700000;-29,6841848;-51,0533491
1754;Região Sudeste;SP;São Paulo;SAO BERNARDO DO CAMPO;JARDIM OLAVO BILAC;RUA JOSE PELOSINI;95;09720040;-23,6996251;-46,5529406
1755;Região Sudeste;SP;São Paulo;ITATIBA;CENTRO;AVENIDA SENADOR LACERDA FRANCO;1410;13250400;-22,994299;-46,8482685
1756;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;CARMO;RUA OUTONO;426;30310020;-19,941854;-43,930362
1757;Região Sudeste;SP;São Paulo;GUARULHOS;CENTRO;RUA JOAO GONCALVES;504;07010010;-23,4662285;-46,5294394
1758;Região Centro-Oeste;MT;Mato Grosso;PRIMAVERA DO LESTE;CENTRO;RUA SANTO AMARO;440;78850000;-15,5494044;-54,2995323
1759;Região Sudeste;SP;São Paulo;SAO PAULO;JAGUARE;AVENIDA PRESIDENTE ALTINO;1500;05323002;-23,5315706;-46,7554911
1760;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;CENTRO;AVENIDA PRESIDENTE VARGAS;529;20071003;-22,9020806;-43,1803885
1761;Região Sul;PR;Paraná;FRANCISCO BELTRAO;ALVORADA;RUA BASILIO TIECHER;144;85601570;-26,0765643;-53,0639367
1762;Região Sul;RS;Rio Grande do Sul;CANOAS;CENTRO;AVENIDA PRESIDENTE GETULIO VARGAS;5765;92010011;-29,9128003;-51,1772102
1763;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM JAPAO;AVENIDA DAS CEREJEIRAS;1474;02124001;-23,5046542;-46,5766511
1764;Região Sudeste;MG;Minas Gerais;MORADA NOVA DE MINAS;GUARA 1;RUA DELMINDA FERNANDES DE OLIVEIRA;163;35628000;-18,603899;-45,3582493
1765;Região Sudeste;SP;São Paulo;BARUERI;ALDEIA DE BARUERI;AVENIDA DA ALDEIA;905;06440000;-23,5115664;-46,8621405
1766;Região Sul;PR;Paraná;MARINGA;JARDIM ALVORADA;ALAMEDA DOUTOR JOAO PAULINO;198;87033450;-23,4044717;-51,9227282
1767;Região Nordeste;PE;Pernambuco;SANTA MARIA DA BOA VISTA;AGROVILA;RUA MANDACARU;101;56380000;-8,8002257;-39,8243874
1768;Região Norte;PA;Pará;VISEU;INTERIOR;RODOVIA BR 316;SN;68620000;-1,2027483;-46,1433559
1769;Região Nordeste;MA;Maranhão;CODO;ZONA RURAL;PARQUE POVOADO RIACHO SECA;SN;65400000;-4,4605557;-43,88945
1770;Região Sudeste;SP;São Paulo;PATROCINIO PAULISTA;CENTRO;RUA MINAS GERAIS;1159;14415000;-20,6426318;-47,2768007
1771;Região Nordeste;PE;Pernambuco;CARUARU;VASSOURAL;RUA SARGENTO AFONSO BARRETO;76;55030130;-8,2987363;-35,9703741
1772;Região Sudeste;SP;São Paulo;VALINHOS;CHACARAS SAO BENTO;RUA GERALDO GASPERI;3641;13278085;-23,0060088;-47,012946
1773;Região Sudeste;SP;São Paulo;BIRIGUI;SAO JOSE DO VEADO;ESTRADA BIRIGUI AO BAIRRO VEADO;;16200970;-21,2915055;-50,3436312
1774;Região Centro-Oeste;GO;Goiás;APARECIDA DE GOIANIA;CIDADE SATELITE SAO LUIZ;RUA MANOEL LOPES CARVALHO RAMOS;SN;74920380;-16,7687763;-49,2795698
1775;Região Sudeste;SP;São Paulo;BARRA BONITA;JARDIM CAMPOS SALLES;RUA DEMOSTHENES GONCALVES;1;17340000;-22,4934472;-48,5514194
1776;Região Sudeste;SP;São Paulo;PIRASSUNUNGA;SANTA TEREZA;SITIO AGUAS DE SANTO ISIDORO;SN;13630970;-21,9964647;-47,4261942
1777;Região Norte;AP;Amapá;MACAPA;PACOVAL;RUA MATO GROSSO;1181;68908350;0,0621651;-51,05798
1778;Região Sudeste;SP;São Paulo;GUARULHOS;JARDIM FLOR DA MONTANHA;RUA EDUARDO;214;07097290;-23,4478858;-46,5391321
1779;Região Sudeste;MG;Minas Gerais;VESPASIANO;NAZIA;AVENIDA THALES CHAGAS;830;33200000;-19,693607;-43,9244496
1780;Região Sul;PR;Paraná;QUITANDINHA;CAMPINA DOS PRETOS;RODOVIA BR 116;;83840000;-25,8746828;-49,481172
1781;Região Sudeste;SP;São Paulo;SANTOS;VILA BELMIRO;RUA RIO DE JANEIRO;131;11075340;-23,9539374;-46,3355032
1782;Região Sudeste;SP;São Paulo;DRACENA;TOCANTINS;CHACARA SAO JOAO;SN;17900000;-21,4840113;-51,5338984
1783;Região Sudeste;SP;São Paulo;CARAGUATATUBA;PONTE SECA;AVENIDA PRESIDENTE CAMPOS SALLES;134;11675000;-23,6155802;-45,4311498
1784;Região Sul;SC;Santa Catarina;PASSOS MAIA;LINHA DOM CARLOS;LINHA DOM CARLOS;SN;89687000;-26,7808276;-52,0644879
1785;Região Norte;PA;Pará;XINGUARA;ITAMARATI;RUA DOIS;251;68555690;-7,0930152;-49,9334145
1786;Região Norte;PA;Pará;SAO CAETANO DE ODIVELAS;PEPEUA;AVENIDA MAGALHAES BARATA;44;68775000;-0,7522116;-48,0216119
1787;Região Sudeste;MG;Minas Gerais;GOVERNADOR VALADARES;CENTRO;RUA SAO PAULO;855;35010180;-18,8554065;-41,9497071
1788;Região Sul;RS;Rio Grande do Sul;XANGRI LA;CENTRO;RUA RIO CAMISAS;395;95588000;-29,7999976;-50,0441462
1789;Região Centro-Oeste;GO;Goiás;GOIANIA;SAO FRANCISCO;AVENIDA REZENDE;1146;74455210;-16,6639965;-49,3292148
1790;Região Norte;PA;Pará;PARAUAPEBAS;CHACARA DA LUA;RUA IPE;2;68515000;-6,070741;-49,9043353
1791;Região Sul;RS;Rio Grande do Sul;SAO FRANCISCO DE PAULA;BRITADEIRA;RUA OSVALDO ARANHA;47;95400000;-29,4467303;-50,5800932
1792;Região Sudeste;SP;São Paulo;SANTO ANASTACIO;CENTRO;AVENIDA BARTOLOMEU ORTIZ DE OLIVER;1438;19360000;-21,9841189;-51,654221
1793;Região Nordeste;CE;Ceará;LIMOEIRO DO NORTE;CENTRO;AVENIDA DOM AURELIANO MATOS;1542;62930000;-5,1521508;-38,1029074
1794;Região Sudeste;SP;São Paulo;OSASCO;VILA YARA;CIDADE DE DEUS;SN;06029000;-23,5479451;-46,7702204
1795;Região Sudeste;MG;Minas Gerais;ITAUNA;CENTRO;PRACA DRAUGUSTO GONCALVES;146;35680054;-20,0736482;-44,5778902
1796;Região Sudeste;MG;Minas Gerais;UBERABA;CENTRO;RUA SEGISMUNDO MENDES;290;38010140;-19,7493821;-47,9340288
1797;Região Sul;PR;Paraná;CIANORTE;VILA OPERARIA;AVENIDA PARAIBA;1369A;87209128;-23,6672048;-52,5892832
1798;Região Sul;SC;Santa Catarina;SAO LOURENCO DO OESTE;CENTRO;AVENIDA BRASIL;607;89990000;-26,3515715;-52,8469611
1799;Região Sudeste;RJ;Rio de Janeiro;SAO JOAO DE MERITI;JARDIM JOSE BONIFACIO;RUA SEPETIBA;448;25565250;-22,7917906;-43,3611218
1800;Região Sudeste;SP;São Paulo;SAO PAULO;BRAS;RUA RODRIGUES DOS SANTOS;100;03009010;-23,5392751;-46,6204747
1801;Região Norte;PA;Pará;BREVES;CENTRO;AVENIDA RIO BRANCO;1037;68800000;-1,6825624;-50,4808365
1802;Região Norte;PA;Pará;ANANINDEUA;AGUAS LINDAS;RUA OSVALDO CRUZ;6;67118270;-1,3810867;-48,3985436
1803;Região Sul;RS;Rio Grande do Sul;SAO LOURENCO DO SUL;1 SUBDISTRITO;LOCALIDADE COQUEIRO;SN;96170000;-31,3628567;-51,9788568
1804;Região Norte;PA;Pará;SANTA ISABEL DO PARA;SAO RAIMUNDO;TRAVESSA RUI FARO;1212;68790000;-1,3033404;-48,1601005
1805;Região Nordeste;PI;Piauí;JERUMENHA;ZONA RURAL;RODOVIA PI 240;;64830000;-7,0857611;-43,5171
1806;Região Sudeste;SP;São Paulo;SAO PAULO;VILA CARBONE;RUA DOS RODRIGUES;481;02750000;-23,4922319;-46,6833027
1807;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;CENTRO;SETOR BANCARIO SUL;;70092900;-15,8002229;-47,8830486
1808;Região Sudeste;SP;São Paulo;MARABA PAULISTA;AREIA DOURADA;FAZENDA RANCHO ALEGRE;SN;19430000;-22,1072362;-51,9621543
1809;Região Sudeste;SP;São Paulo;ITAPUI;CENTRO;RUA PADRE JOSE APARECIDO CHIO;167;17230000;-22,2340796;-48,7188344
1810;Região Nordeste;BA;Bahia;SALVADOR;SAO CRISTOVAO;RUA DA ADUTORA;381C;41510350;-12,916968;-38,3561783
